"time","WLV","WST","WRT","WSO","LAI","Rd.LAI","RN.LAI","DVS","WSO.WSO"
1,0.1,0.1,0.1,0,0.1,0.111244299720689,0.109543206149565,0,0
2,0.170930753490072,0.1381934826485,0.154562118069286,0,0.100150373197399,0.0406785015077563,0.038117250025836,0,0
3,0.125249918198634,0.113596109799264,0.119423013998949,0,0.100053529826581,0.0828538444907927,0.080765970036753,0,0
4,0.152489112772486,0.128263368415954,0.14037624059422,0,0.100111276919078,0.0974602537570994,0.0950258771412194,0,0
5,0.161934231955877,0.133349201822395,0.147641716889136,0,0.100131300571746,0.0928872820500512,0.0900252054489023,0,0
6,0.158805276602915,0.131664379709262,0.145234828156089,0,0.100124667186398,0.0355520274407928,0.0325774948239649,0,0
7,0.121669661255896,0.11166827913779,0.116668970196843,0,0.100045939681863,0.035524903696089,0.0335568624665566,0,0
8,0.12190229016256,0.111793540856763,0.116847915509662,0,0.100046432855145,0.0391955609219675,0.0375025256227631,0,0
9,0.124448284094173,0.113164460666093,0.118806372380133,0,0.10005183036228,0.0410329524119024,0.039282653130552,0,0
10,0.125614386719389,0.113792362079671,0.11970337439953,0,0.100054302499845,0.0207136163310268,0.0184981236905566,0,0
11,0.112209198588009,0.106574183855082,0.109391691221545,0,0.100025883501007,0.0415468781190959,0.0390842044862239,0,0
12,0.125398539809285,0.113676136820384,0.119537338314834,0,0.100053844904396,0.0570277412635809,0.0548953073830256,0,0
13,0.135747209401871,0.119248497370238,0.127497853386055,0,0.100075784083932,0.0472054131987264,0.0449277017103526,0,0
14,0.129388230718349,0.115824431925265,0.122606331321807,0,0.100062303049123,0.0259595837696508,0.0239241874133474,0,0
15,0.115733538056129,0.108471905107146,0.112102721581638,0,0.100033355100679,0.0325059071102508,0.03091105972645,0,0
16,0.120132339621407,0.110840490565373,0.11548641509339,0,0.100042680559997,0.0418158157912438,0.0400895880774493,0,0
17,0.126113189215878,0.114060948039319,0.120087068627599,0,0.100055359961138,0.0536199744098998,0.0513690310083633,0,0
18,0.133475059189439,0.118025031871236,0.125750045530338,0,0.100070967125482,0.0410405674647388,0.0386932552698879,0.00406,0
19,0.12534825141317,0.113649058453245,0.119498654933208,0,0.100053738292996,0.0474575195264796,0.0452521733782439,0.011875,0
20,0.129510687292728,0.1158903700807,0.122700528686714,0,0.100062562657061,0.0445771752552934,0.0424462432348566,0.01879,0
21,0.127724360607807,0.114928501865742,0.121326431236774,0,0.100058775644489,0.0222877691516285,0.0197811347728954,0.02822,0
22,0.113081749538716,0.107044018982385,0.11006288426055,0,0.100027733309022,0.0389263224562673,0.0367077225268197,0.037385,0
23,0.123871422781677,0.112853843036287,0.118362632908982,0,0.100050607416297,0.0369685474300414,0.0348102919788601,0.045035,0
24,0.122740629315215,0.112244954246654,0.117492791780935,0,0.100048210134148,0.0315929531844196,0.029425418569056,0.05286,0
25,0.119248128481069,0.110364376874422,0.114806252677746,0,0.10004080603238,0.0190068434347449,0.0169124228253025,0.060545,0
26,0.11112424965996,0.105989980586132,0.108557115123046,0,0.100023583409279,0.0243771195911655,0.0225137410196025,0.067405,0
27,0.114666218059391,0.107897194339672,0.111281706199531,0,0.100031092382286,0.0144176262302196,0.0124243979448743,0.074855,0
28,0.108172844817722,0.104400762594158,0.10628680370594,0,0.100017326431014,0.0264724692227787,0.0246820332506964,0.081465,0
29,0.116044944858102,0.108639585692824,0.112342265275463,0,0.100034015283099,0.0369625988075607,0.0354239094384023,0.085035,0
30,0.123055619947383,0.112414564587052,0.117735092267218,0,0.100048877914289,0.0283158592625958,0.0265605629390711,0.089785,0
31,0.117371735537563,0.109354011443303,0.113362873490433,0,0.10003682807934,0.0233316386233915,0.0219880334793752,0.09126,0
32,0.114350687866935,0.107727293466811,0.111038990666873,0,0.100030423458278,0.0106165467927876,0.009534887668255,0.089925,0
