"time","WLV","WST","WRT","WSO","LAI","Rd.LAI","RN.LAI","DVS","WSO.WSO"
1,0.1,0.1,0.1,0,0.1,0.0991895581726284,0.0975171088445368,0,0
2,0.163143845747203,0.134000532325417,0.14857218903631,0,0.100133864952984,0.0642879931931667,0.0617343198100946,0,0
3,0.140477246196683,0.121795440259752,0.131136343228217,0,0.100085811761937,0.094682283032374,0.0923999727130144,0,0
4,0.160140368563295,0.132383275380236,0.146261821971766,0,0.100127497581354,0.0890792942475511,0.0864660538187971,0,0
5,0.156462695248771,0.130402989749338,0.143432842499055,0,0.100119700913927,0.0791027336820968,0.0763521533626962,0,0
6,0.149911986672193,0.126875685131181,0.138393835901687,0,0.100105813411745,0.0300366302978626,0.0270147383389984,0,0
7,0.118016171689442,0.109701015525084,0.113858593607263,0,0.100038194283982,0.0789091717620911,0.0769184162706875,0,0
8,0.149938743442151,0.126890092622697,0.138414418032424,0,0.100105870136097,0.0288561672428837,0.0267528331671895,0,0
9,0.117697904065113,0.109529640650445,0.113613772357779,0,0.100037519556618,0.0158603775716281,0.0139438328797758,0,0
10,0.109176766964434,0.104941336057772,0.107059051511103,0,0.100019454745965,0.0311909790223268,0.028745721999665,0,0
11,0.118682908655323,0.110060027737482,0.114371468196403,0,0.100039607766349,0.0407659283427899,0.0384409419379652,0,0
12,0.125051189577284,0.113489102080076,0.11927014582868,0,0.100053108521904,0.0574206259781653,0.0554846348812938,0,0
13,0.136114543450266,0.119446292627066,0.127780418038666,0,0.100076562832115,0.0496971852320766,0.0476173582886253,0,0
14,0.131114096871822,0.116753744469443,0.123933920670632,0,0.100065961885368,0.0470698041330054,0.0451085458385035,0,0
15,0.129447286741676,0.115856231322441,0.122651759032058,0,0.100062428247892,0.0578191431352537,0.0560236545954979,0,0
16,0.136493493916883,0.119650342878321,0.128071918397602,0,0.100077366207104,0.0629415163991699,0.0609429845923323,0,0
17,0.139735658419861,0.12139612376454,0.130565891092201,0,0.10008423959585,0.0419638071823482,0.0394202434950026,0.000160000000000011,0
18,0.125882756616093,0.113936868947127,0.11990981278161,0,0.100054871444026,0.0306772972412196,0.0283156931062963,0.00891,0
19,0.118571864040309,0.110000234483243,0.114286049261776,0,0.100039372351765,0.0453536302272956,0.0430529278886016,0.01802,0
20,0.128029425360024,0.115092767501551,0.121561096430788,0,0.100059422381763,0.0191413806097898,0.0168784235612286,0.025945,0
21,0.111185342412835,0.106022876683834,0.108604109548335,0,0.100023712925915,0.013630234530744,0.0112631879584965,0.03625,0
22,0.107405630959036,0.103987647439481,0.105696639199258,0,0.100015699937633,0.0357765844694687,0.0336430995308237,0.045475,0
23,0.121831125313949,0.111755221322895,0.116793173318422,0,0.100046281985666,0.0508623925945171,0.0487293791397826,0.05316,0
24,0.131724772549395,0.11708256983429,0.124403671191842,0,0.100067256517805,0.0389412460139781,0.036415757589331,0.062315,0
25,0.123871967558761,0.112854136377794,0.118363051968278,0,0.100050608571225,0.014682543824609,0.0124796941299497,0.07026,0
26,0.108301294084654,0.104469927584044,0.106385610834349,0,0.100017598743459,0.0252930695907015,0.0233966928511998,0.077685,0
27,0.115212059849552,0.108191109149759,0.111701584499656,0,0.100032249566881,0.010092451643234,0.00796680344641285,0.086005,0
28,0.105303076080904,0.102855502505102,0.104079289293003,0,0.100011242521292,0.0382648751349145,0.0365490765872959,0.092325,0
29,0.123697100046599,0.112759976948169,0.118228538497384,0,0.100050237852099,0.0367062275943279,0.0350571860270624,0.09611,0
30,0.122870868062201,0.112315063989451,0.117592929339943,0,0.100048486240292,0.0356568725171521,0.0338953022075715,0.10093,0
31,0.122130511281839,0.111900199117929,0.116983706633915,0,0.100046916683917,0.0186147015633132,0.0170850058915443,0.10379,0
32,0.111235655333339,0.106016437260583,0.108560660855091,0,0.100023819589307,0.00851890539623471,0.00722408177790142,0.10539,0
33,0.104762789537991,0.102544381090956,0.103614199426947,0,0.100010097113821,0.0268637405207393,0.02569216474122,0.10627,0
34,0.116731523978299,0.108926780773197,0.112668274706268,0,0.100035470830834,0.0116656657382748,0.0104142915371528,0.106795,0
35,0.106867472314463,0.103661181422875,0.10519278471309,0,0.100014559041307,0.0213608744418823,0.0202461265970501,0.10672,0
36,0.113205064845983,0.10704064804302,0.109986802040109,0,0.100027994737473,0.0157278469374255,0.0141676874249132,0.1108,0
37,0.109324876451154,0.104942016287761,0.10697925785688,0,0.100019768738076,0.0190029652714447,0.0173377441702488,0.116245,0
38,0.111392403820179,0.105989536509614,0.108408542347456,0,0.100024151896099,0.0183484707702561,0.0166470978125722,0.12178,0
39,0.110987992619432,0.105729872927959,0.107994792732812,0,0.100023294544353,0.0145475951200187,0.0129362117526952,0.12658,0
40,0.108574593709051,0.104439641904768,0.106161096126704,0,0.100018178138663,0.0142847672630171,0.0127169796803258,0.13125,0
41,0.108426405479501,0.10433279770275,0.105980831358012,0,0.100017863979617,0.0114015684794465,0.0101504132379791,0.132685,0
42,0.106739036571235,0.103457797116681,0.104765132821689,0,0.100014286757531,0.00956650131985406,0.00823072082421646,0.13525,0
43,0.105470781403778,0.102796316517458,0.103842045695695,0,0.100011598056576,0.00877998451137504,0.00742336621310669,0.13818,0
