"time","WLV","WST","WRT","WSO","LAI","Rd.LAI","RN.LAI","DVS"
1,0.1,0.1,0.1,0,0.1,0.141250123791405,0.137415825701796,0
2,0.188490222985531,0.147648581607594,0.168069402296563,0,0.100187599272729,0.141244686898176,0.134859672361784,0
3,0.275371578974512,0.194430850217045,0.234901214595779,0,0.100371787747426,0.149518264061247,0.14020778769843,0
4,0.365669092001071,0.243052588000576,0.304360840000824,0,0.100563218475042,0.0884013944639617,0.0760925224484943,0
5,0.414655928989874,0.269430115609932,0.342043022299903,0,0.100667070569459,0.137944106971192,0.125080300893165,0
6,0.495254506813355,0.312829349822576,0.404041928317965,0,0.100837939554444,0.113997875433744,0.0999656198323484,0
7,0.559710602782071,0.347536478421115,0.453623540601592,0,0.100974586477898,0.157002720247067,0.140399012080821,0.00441
8,0.650215479099925,0.396269873361498,0.52324267623071,0,0.101166456815692,0.13662017401614,0.116242555392073,0.022325
9,0.725100096537464,0.436592359674019,0.58084622810574,0,0.101325212204659,0.0343729210479266,0.0117294720113597,0.040235
10,0.732651176650641,0.440658325888807,0.586654751269722,0,0.101341220494499,0.124372055271984,0.102882690806144,0.057245
11,0.798960762617482,0.47636348756326,0.637662125090369,0,0.101481796816749,0.12427355419011,0.100665296750993,0.074395
12,0.863838547643212,0.511297679500191,0.6875681135717,0,0.101619337721004,0.158241152379102,0.130888894644206,0.09257
13,0.948151806421972,0.556697110870855,0.752424428101508,0,0.101798081829615,0.126648885026018,0.096282435813028,0.11094
14,1.01050458901294,0.589736555449366,0.799077036893829,0,0.101930269728707,0.160178987131088,0.126725438470497,0.129815
15,1.09335023422229,0.63242644944438,0.858102172316471,0,0.102105902496551,0.108034056460693,0.0716808767159384,0.1488
16,1.14063629997827,0.656112065331359,0.890124595073777,0,0.102206148955954,0.035198026981513,0,0.167865
17,1.14063762760273,0.656112714026992,0.890125454184627,0,0.102206151770518,0.137178625929347,0.0992872392448766,0.18687
18,1.20741073641726,0.687685569708315,0.930753661445521,0,0.102347710761205,0.129188084363891,0.0908598068827499,0.205285
19,1.26909926411786,0.71604079093358,0.966200065497536,0,0.10247849043993,0.105195995767167,0.0668026655385124,0.22307
20,1.31486523202802,0.736504061870007,0.990858204122198,0,0.102575514291899,0.163176606241162,0.126117494081785,0.239885
21,1.4020576904933,0.774475349382775,1.0349316960703,0,0.102760362303846,0.158618380337302,0.118595328760966,0.256985
22,1.48378369625432,0.810440112363012,1.07396124106025,0,0.102933621436059,0.180034380322418,0.136998715438757,0.274405
23,1.576300026453,0.853881979014079,1.11620541659495,0,0.10312975605608,0.181176953660316,0.135519089538047,0.291895
24,1.66594591387315,0.898741640314208,1.15517530813377,0,0.103319805337411,0.182312065999684,0.131817592099286,0.310115
25,1.75120624917568,0.944266560587971,1.1902082796284,0,0.103500557248252,0.178150512342745,0.126011573016296,0.32814
26,1.83092963587661,0.989601790456844,1.22100174191524,0,0.103669570828058,0.16703450560164,0.11212986201445,0.34632
27,1.9002482985829,1.03155877855396,1.24597402436662,0,0.103816526392996,0.176367711867418,0.120691303238417,0.364205
28,1.97316520496871,1.07844035598505,1.27063216536258,0,0.103971110234534,0.163014960374984,0.105227309667532,0.38212
29,2.03525569154981,1.12082487406337,1.29026164638406,0,0.104102742066086,0.149999730730741,0.0904616785328423,0.400045
30,2.08734617385187,1.15855128977034,1.30552885977401,0,0.104213173888566,0.188476591529036,0.125867202882238,0.41835
31,2.15799619905681,1.21287493322519,1.3258570321373,0,0.104362951942001,0.184368858070431,0.120013460446066,0.43659
32,2.22362679735239,1.2664152769845,1.34437181823851,0,0.104502088810387,0.191170839205875,0.126135212462618,0.45456
33,2.29082737639035,1.32450902992382,1.36293678792021,0,0.104644554037948,0.197174278371212,0.134570949783358,0.471555
34,2.36074291409549,1.38833714357983,1.38184531860944,0,0.104792774977883,0.199364475560189,0.131753872133196,0.489225
35,2.42732761579128,1.45266200123057,1.39942852331712,0,0.104933934545478,0.190014120555511,0.123618674262157,0.506225
36,2.48771393007051,1.51514202271893,1.41517201998415,0,0.10506195353175,0.133881864858134,0.0646054938619271,0.52347
37,2.51774888997922,1.54930518926086,1.42306573779639,0,0.105125627646756,0.183748657784967,0.112573152919965,0.54092
38,2.56741686785722,1.61151606965929,1.43623654154634,0,0.105230923759857,0.192875497402895,0.12161910607855,0.558075
39,2.61825036727373,1.68158655191275,1.44984760954279,0,0.105338690778621,0.0734508411016686,0,0.57653
40,2.61825036727373,1.68158655191275,1.44984760954279,0,0.105338690778621,0.0537445178792697,0,0.59454
41,2.61825103861267,1.68158781955472,1.44984779631513,0,0.105338692201859,0.174600782164855,0.0988723736300394,0.61225
42,2.65227706241852,1.74583676064807,1.45931413230904,0,0.105410827372327,0.072120588097193,0,0.629965
43,2.65227900676786,1.74584093648897,1.45931468290511,0,0.105410831494348,0.152101360773578,0.071958551375544,0.64825
44,2.67357721341831,1.7960668414417,1.46543171716883,0,0.105455983692447,0.158096542389862,0.0763164317664822,0.66666
45,2.69478667350449,1.85071264762837,1.47150011670367,0,0.10550094774783,0.164372383665545,0.0711012253092646,0.686795
46,2.71312934323375,1.90298916717347,1.47672319509216,0,0.105539834207656,0.136956862206209,0.049325662999328,0.705875
47,2.72494269180434,1.94020860261321,1.48009807418609,0,0.105564878506625,0.172478266919177,0.0908862590729527,0.72382
48,2.7451140011652,2.01040840230585,1.48599354839763,0,0.10560764168247,0.233192599218557,0.148851098192915,0.742055
49,2.77549254908649,2.12806802132755,1.49511103078187,0,0.105672044204064,0.233606803864581,0.147326023676036,0.76032
50,2.80291885676896,2.24717022592789,1.50359999938451,0,0.10573018797635,0.236773963108817,0.150139075943808,0.77836
51,2.82821631702997,2.37122133923709,1.51171392280214,0,0.105783818592104,0.238689109795837,0.14894257890631,0.79663
52,2.85064767346288,2.4969380858285,1.5192229730997,0,0.105831373067742,0.249036915711433,0.160943070244457,0.814365
53,2.87208090729225,2.63563090685499,1.5267692962529,0,0.10587681152346,0.167432372975095,0.076433607657007,0.83229
54,2.88091395868894,2.70283984100454,1.53008030104689,0,0.105895537592421,0.222034798790556,0.13463483380744,0.849505
55,2.89420145726318,2.82354889266747,1.53545316509601,0,0.105923707089398,0.226664080719728,0.141926530231712,0.866055
56,2.90590591492046,2.95313312069243,1.5406510422282,0,0.105948520539632,0.182508756112777,0.0959716703720823,0.882685
57,2.91225263305107,3.0423273821287,1.54384813002734,0,0.105961975582068,0.186550495028792,0.0979106715426808,0.899515
58,2.91710894477721,3.13493497728204,1.54678162067484,0,0.105972270962928,0.252407444041779,0.172409237611555,0.91472
59,2.9230870704529,3.30068328236509,1.55168056495083,0,0.10598494458936,0.264081206427304,0.177154212560472,0.930875
60,2.92641879900461,3.47375669879104,1.55642830873517,0,0.10599200785389,0.241778137425614,0.150645368890892,0.947465
61,2.92679400971458,3.62337287597819,1.56021615656079,2.08881246391123e-06,0.105992803300595,0.265902430210819,0.178343034196003,0.963275
62,2.92679401579486,3.75387923943014,1.56442228407157,0.0471754716294434,0.105992803313485,0.210586961177168,0.118351630538411,0.97962
63,2.92679401579486,3.80195735161062,1.56702169585994,0.117048420822148,0.105992803313485,0.243166247468567,0.146749090646693,0.99648
64,2.92679401579486,3.81225678488951,1.56999920691458,0.253049866363464,0.105992803313485,0.18050310958043,0.0851355003798538,1.01373684210526
65,2.92679401579486,3.81225678488951,1.57158043918432,0.337942388583425,0.105992803313485,0.224866393041058,0.129509314162816,1.0311
66,2.92679401579486,3.81225678488951,1.57376160737051,0.467081676182228,0.105992803313485,0.274775086934264,0.178350061119363,1.04851578947368
67,2.92679401579486,3.81225678488951,1.57645564646214,0.644924395138495,0.105992803313485,0.131980768295368,0.0379278119875764,1.06539473684211
68,2.92679401579486,3.81225678488951,1.57696478759671,0.682749256356904,0.105992803313485,0.208507432264951,0.11256629758442,1.08254210526316
69,2.92679401579486,3.81225678488951,1.57828325899392,0.794999812095134,0.105992803313485,0.0962128710052368,0,1.10015263157895
70,2.92679401579486,3.81225678488951,1.57828332709087,0.795007751604142,0.105992803313485,0.249543469466032,0.152036086250866,1.11744736842105
71,2.92679401579486,3.81225678488951,1.57953492397174,0.94661992390116,0.105992803313485,0.288777248276525,0.190728756664807,1.13469473684211
72,2.92679401579486,3.81225678488951,1.58077702529341,1.13681350975073,0.105992803313485,0.285450002016978,0.181417270040065,1.15267894736842
73,2.92679401579486,3.81225678488951,1.58163302726877,1.3177040587895,0.105992803313485,0.187850778403596,0.0837803670959232,1.17051578947368
74,2.92679401579486,3.81225678488951,1.58187933821559,1.40124684794214,0.105992803313485,0.277547792150553,0.172160542543421,1.18847368421053
75,2.92679401579486,3.81225678488951,1.58207716568484,1.5729074014132,0.105992803313485,0.267427418111098,0.158360513660713,1.20681052631579
76,2.92679401579486,3.81225678488951,1.58207720189558,1.73080133102659,0.105992803313485,0.25661386776757,0.139370134134825,1.22611578947368
77,2.92679401579486,3.81225678488951,1.58207720189558,1.86973369834891,0.105992803313485,0.264931983416437,0.143112456156285,1.24588947368421
78,2.92679401579486,3.81225678488951,1.58207720189558,2.01238086680821,0.105992803313485,0.193118918314546,0.0663514511154067,1.26615263157895
79,2.92679401579486,3.81225678488951,1.58207720189558,2.07852064818433,0.105992803313485,0.234154955515627,0.118347464227017,1.28498947368421
80,2.92679401579486,3.81225678488951,1.58207720189558,2.19650831893173,0.105992803313485,0.263268360286664,0.154165937467716,1.30282631578947
81,2.92679401579486,3.81225678488951,1.58207720189558,2.35023067613241,0.105992803313485,0.165114595630025,0.0534039259594167,1.3209
82,2.92679401579486,3.81225678488951,1.58207720189558,2.40347810708168,0.105992803313485,0.106055974523064,0,1.33957894736842
83,2.92679401579486,3.81225678488951,1.58207720189558,2.4034819622456,0.105992803313485,0.172323629192377,0.0546526808687238,1.3584
84,2.92679401579486,3.81225678488951,1.58207720189558,2.4579615397149,0.105992803313485,0.104253716132476,0,1.37718947368421
85,2.92679401579486,3.81225678488951,1.58207720189558,2.45796347893285,0.105992803313485,0.174541793365408,0.0631741463710329,1.39513157894737
86,2.92679401579486,3.81225678488951,1.58207720189558,2.52095618117666,0.105992803313485,0.278656874237069,0.180543342085254,1.4111
87,2.92679401579486,3.81225678488951,1.58207720189558,2.70103929001399,0.105992803313485,0.26687287706784,0.154260986167366,1.42902105263158
88,2.92679401579486,3.81225678488951,1.58207720189558,2.85485959130983,0.105992803313485,0.213359666393457,0.0981187729596152,1.44717368421053
89,2.92679401579486,3.81225678488951,1.58207720189558,2.95269180496694,0.105992803313485,0.245938952684856,0.144943528817189,1.46324736842105
90,2.92679401579486,3.81225678488951,1.58207720189558,3.09725620952998,0.105992803313485,0.131703497773739,0.0212244992268715,1.48057368421053
91,2.92679401579486,3.81225678488951,1.58207720189558,3.1184220910444,0.105992803313485,0.0837356975319352,0,1.49745263157895
92,2.92679401579486,3.81225678488951,1.58207720189558,3.11842559700848,0.105992803313485,0.336051872214256,0.223950748060875,1.51498421052632
93,2.92679401579486,3.81225678488951,1.58207720189558,3.34174912548822,0.105992803313485,0.327040580261316,0.208709538897225,1.53316842105263
94,2.92679401579486,3.81225678488951,1.58207720189558,3.54984619902038,0.105992803313485,0.340765471081948,0.221091862458339,1.55136842105263
95,2.92679401579486,3.81225678488951,1.58207720189558,3.77029058519517,0.105992803313485,0.351024480382218,0.220926831139591,1.57067368421053
96,2.92679401579486,3.81225678488951,1.58207720189558,3.99051914699271,0.105992803313485,0.3144247715272,0.140265740646155,1.59424736842105
97,2.92679401579486,3.81225678488951,1.58207720189558,4.13020547381706,0.105992803313485,0.169550923976087,0.0252047567890913,1.61486842105263
98,2.92679401579486,3.81225678488951,1.58207720189558,4.15532961363131,0.105992803313485,0.277963697932997,0.148166645662914,1.63385789473684
99,2.92679401579486,3.81225678488951,1.58207720189558,4.30302078155147,0.105992803313485,0.312761148397427,0.184831077874338,1.65252105263158
100,2.92679401579486,3.81225678488951,1.58207720189558,4.48729827587817,0.105992803313485,0.371403863721944,0.243296238560892,1.67107368421053
101,2.92679401579486,3.81225678488951,1.58207720189558,4.72985612768509,0.105992803313485,0.359758501813529,0.223471547729062,1.69039473684211
102,2.92679401579486,3.81225678488951,1.58207720189558,4.95262329029113,0.105992803313485,0.361283489682489,0.216745471350387,1.71045263157895
103,2.92679401579486,3.81225678488951,1.58207720189558,5.16864677189456,0.105992803313485,0.369740240592171,0.225381455871424,1.73034210526316
104,2.92679401579486,3.81225678488951,1.58207720189558,5.39329111616147,0.105992803313485,0.362669842290633,0.21587626003326,1.75033157894737
105,2.92679401579486,3.81225678488951,1.58207720189558,5.60848461166699,0.105992803313485,0.368631158505655,0.219025408096564,1.77046315789474
106,2.92679401579486,3.81225678488951,1.58207720189558,5.82676901149403,0.105992803313485,0.364888006463665,0.219782061705559,1.78998421052632
107,2.92679401579486,3.81225678488951,1.58207720189558,6.04585008246733,0.105992803313485,0.372235675286831,0.229982155655587,1.80905789473684
108,2.92679401579486,3.81225678488951,1.58207720189558,6.27510538566709,0.105992803313485,0.299036257576795,0.159336985744144,1.82770526315789
109,2.92679401579486,3.81225678488951,1.58207720189558,6.43396708201299,0.105992803313485,0.307077102704034,0.172055323208306,1.84573157894737
110,2.92679401579486,3.81225678488951,1.58207720189558,6.6055144473056,0.105992803313485,0.254534338855353,0.107232801133533,1.86496842105263
111,2.92679401579486,3.81225678488951,1.58207720189558,6.7124059382638,0.105992803313485,0.145428388594371,0,1.88410526315789
112,2.92679401579486,3.81225678488951,1.58207720189558,6.71244912220996,0.105992803313485,0.344647258384753,0.194296854035215,1.90358421052632
113,2.92679401579486,3.81225678488951,1.58207720189558,6.90612227168129,0.105992803313485,0.37625609785045,0.23289757326695,1.92221578947368
114,2.92679401579486,3.81225678488951,1.58207720189558,7.13831880475845,0.105992803313485,0.382910590369545,0.22813826469139,1.94186315789474
115,2.92679401579486,3.81225678488951,1.58207720189558,7.36571413225035,0.105992803313485,0.342151823690093,0.186992899108206,1.96140526315789
116,2.92679401579486,3.81225678488951,1.58207720189558,7.55211323995366,0.105992803313485,0.377642450458595,0.225986797624254,1.98048421052632
117,2.92679401579486,3.81225678488951,1.58207720189558,7.77738815980622,0.105992803313485,0.313315689440685,0.166902554005615,1.99888947368421
118,2.92679401579486,3.81225678488951,1.58207720189558,7.94379479485537,0.105992803313485,0.278795509497884,0.128817408511884,2
119,2.92679401579486,3.81225678488951,1.58207720189558,8.07222598344281,0.105992803313485,0.339101847952175,0.196874476323574,2
120,2.92679401579486,3.81225678488951,1.58207720189558,8.26853226207476,0.105992803313485,0.347142693079413,0.203944977107338,2
121,2.92679401579486,3.81225678488951,1.58207720189558,8.47184517134982,0.105992803313485,0.364472100681221,0.217338294197225,2
122,2.92679401579486,3.81225678488951,1.58207720189558,8.68854940585012,0.105992803313485,0.266595606546211,0.120449413989615,2
123,2.92679401579486,3.81225678488951,1.58207720189558,8.80865508304939,0.105992803313485,0.328149662347832,0.186318413018135,2
124,2.92679401579486,3.81225678488951,1.58207720189558,8.99443235201341,0.105992803313485,0.399685456928095,0.245242448870342,2
125,2.92679401579486,3.81225678488951,1.58207720189558,9.23891901056436,0.105992803313485,0.405924043664745,0.240502541605992,2
126,2.92679401579486,3.81225678488951,1.58207720189558,9.4786415234015,0.105992803313485,0.277547792150553,0.1081010755902,2
127,2.92679401579486,3.81225678488951,1.58207720189558,9.58640172504956,0.105992803313485,0.345894975732083,0.178097671626446,2
128,2.92679401579486,3.81225678488951,1.58207720189558,9.7639366469177,0.105992803313485,0.406617219968818,0.232281562596659,2
129,2.92679401579486,3.81225678488951,1.58207720189558,9.99544788408103,0.105992803313485,0.398021833798321,0.210916199054967,2
130,2.92679401579486,3.81225678488951,1.58207720189558,10.2056359048532,0.105992803313485,0.349083586730816,0.153457935701832,2
131,2.92679401579486,3.81225678488951,1.58207720189558,10.3585404246732,0.105992803313485,0.279350050541141,0.0824833072224258,2
132,2.92679401579486,3.81225678488951,1.58207720189558,10.4407222076719,0.105992803313485,0.344369987863124,0.154295232622285,2
133,2.92679401579486,3.81225678488951,1.58207720189558,10.5944377500002,0.105992803313485,0.370710687417872,0.195248073188289,2
134,2.92679401579486,3.81225678488951,1.58207720189558,10.7890500884934,0.105992803313485,0.334388249084483,0.156453309869194,2
