"time","WLV","WST","WRT","WSO","LAI","Rd.LAI","RN.LAI","DVS","WSO.WSO"
1,0.1,0.1,0.1,0,0.1,0.0665631381132037,0.0641674128028742,0,0
2,0.141461542433337,0.122325445925643,0.13189349417949,0,0.100087898469959,0.0941596322047889,0.0911244858175553,0,0
3,0.159355426895423,0.131960614482151,0.145658020688787,0,0.100125833505018,0.060478486673611,0.0571088987250265,0,0
4,0.137581076345487,0.120235964186032,0.128908520265759,0,0.100079671881852,0.0856286020445793,0.0829943866629994,0,0
5,0.154048076489337,0.129102810417335,0.141575443453336,0,0.100114581922157,0.0756882472488533,0.0732708348202253,0,0
6,0.147866686090448,0.125774369433318,0.136820527761883,0,0.100101477374512,0.103615461501659,0.101482916619147,0,0
7,0.166062609425091,0.135572174305818,0.150817391865455,0,0.100140052731981,0.036738198698218,0.0346383715378001,0,0
8,0.122888880506494,0.112324781811189,0.117606831158842,0,0.100048524426674,0.0650213798464143,0.063427499913614,0,0
9,0.141242668825004,0.122207590905771,0.131725129865388,0,0.100087434457909,0.0893069931649053,0.08752521181687,0,0
10,0.156966071481726,0.13067403849016,0.143820054985943,0,0.100120768071541,0.051686234478377,0.0497851481123334,0,0
11,0.132609138135807,0.117558766688512,0.12508395241216,0,0.100069131372848,0.0205854773306315,0.0179892869567743,0,0
12,0.111976392014134,0.106448826469149,0.109212609241642,0,0.10002538995107,0.0572741287499732,0.0553784683252946,0,0
13,0.135944778967164,0.119354880982319,0.127649829974742,0,0.10007620293141,0.0890350159000404,0.0868458169005179,0,0
14,0.156508951383802,0.130427896898971,0.143468424141387,0,0.100119798976934,0.0368621712911296,0.0339449149287391,0,0
15,0.122525102755599,0.112128901483784,0.117327002119691,0,0.100047753217842,0.0588596395077128,0.0571180686613682,0,0
16,0.137155378823781,0.120006742443574,0.128581060633677,0,0.100078769403106,0.0733016381815437,0.0714265043071355,0,0
17,0.146516873124917,0.125047547067263,0.13578221009609,0,0.100098615771025,0.0654464318530927,0.0637322823095501,0,0
18,0.141573392848867,0.122385673072467,0.131979532960667,0,0.10008813559284,0.0432768106615713,0.0418104302268392,0,0
19,0.127323969845992,0.11471290684015,0.121018438343071,0,0.100057926816074,0.0432641369403726,0.0419024825817128,0,0
20,0.127307655545889,0.114704122217017,0.121005888881453,0,0.100057892229757,0.0778754203739583,0.0766212774489851,0,0
21,0.149814208522672,0.126823035358362,0.138318621940517,0,0.100105606122068,0.0666313429459075,0.0652076617241602,0,0
22,0.142509776112147,0.122889879445002,0.132699827778574,0,0.100090120725358,0.0167864798997293,0.0153440024923693,0,0
23,0.110179342801501,0.105481184585423,0.107830263693462,0,0.100021580206739,0.0203138715717564,0.0191494926797976,0,0
