"time","WLV","WST","WRT","WSO","LAI","Rd.LAI","RN.LAI","DVS","WSO.WSO"
1,0.1,0.1,0.1,0,0.1,0.0759972836725554,0.0738803699074424,0,0
2,0.147775144592736,0.125725077857627,0.136750111225181,0,0.100101283306537,0.0943030084563586,0.0912572669712314,0,0
3,0.159505531755499,0.132041440176038,0.145773485965769,0,0.100126151727322,0.0604786731718816,0.0571272523228275,0,0
4,0.137590564762855,0.120241073333845,0.12891581904835,0,0.100079691997297,0.084841832047913,0.0820320471958512,0,0
5,0.153433490236838,0.128771879358298,0.141102684797568,0,0.100113278999302,0.0789666368921776,0.0766979029231071,0,0
6,0.150062957582856,0.126956977159999,0.138509967371428,0,0.100106133470076,0.0797481566519118,0.0776264482273492,0,0
7,0.150630200154299,0.1272624154677,0.138946307810999,0,0.100107336024327,0.0512860077160874,0.0491491299322251,0,0
8,0.132204758802657,0.117341023970662,0.124772891386659,0,0.100068274088662,0.0748675786646166,0.0731377951255921,0,0
9,0.147592468491672,0.125626713803208,0.13660959114744,0,0.100100896033202,0.0857773797193329,0.0839839384745292,0,0
10,0.154704878431085,0.129456473001353,0.142080675716219,0,0.100115974342274,0.0729345465579489,0.0709464761952932,0,0
11,0.14631361719116,0.124938101564471,0.135625859377815,0,0.100098184868445,0.0216405133303923,0.0189041862394473,0,0
12,0.112699995700405,0.106838459223295,0.10976922746185,0,0.100026923990885,0.0600273256665245,0.0581579792685147,0,0
13,0.137750916834671,0.120327416757131,0.129039166795901,0,0.100080031943689,0.0844487170245317,0.0821096741767628,0,0
14,0.153463492556909,0.12878803445372,0.141125763505315,0,0.100113342604221,0.0587659055406839,0.0559440665579172,0,0
15,0.136705616337708,0.119764562643381,0.128235089490545,0,0.100077815906636,0.0639908206685935,0.0620075477769888,0,0
16,0.140424819035277,0.121767210249764,0.131096014642521,0,0.100085700616355,0.0676675975105916,0.0657303258396423,0,0
