"time","WLV","WST","WRT","WSO","LAI","Rd.LAI","RN.LAI","DVS"
1,0.1,0.1,0.1,0,0.1,0.00694457937007834,0.00636464461698685,2
2,0.1,0.1,0.1,0.00636143798616365,0.1,0.00720663896894922,0.0066953616235036,2
3,0.1,0.1,0.1,0.013052811326983,0.1,0.0061584005734657,0.00563752475752931,2
4,0.1,0.1,0.1,0.0186906575630471,0.1,0.0111375329520124,0.0106800727163493,2
5,0.1,0.1,0.1,0.0293664951022685,0.1,0.0149373971356402,0.0146701214736445,2
6,0.1,0.1,0.1,0.0440332217547543,0.1,0.0106134137542707,0.0103481250579712,2
7,0.1,0.1,0.1,0.0543796567598608,0.1,0.0115306223503188,0.0111682291229589,2
8,0.1,0.1,0.1,0.0655447299375661,0.1,0.0103513541553998,0.00990196549373549,2
9,0.1,0.1,0.1,0.0754445571569729,0.1,0.0112685627514479,0.0103407938759838,2
10,0.1,0.1,0.1,0.0857777231956433,0.1,0.0103513541553998,0.00933299882654071,2
11,0.1,0.1,0.1,0.0951074722720303,0.1,0.012185771347496,0.0111282138855567,2
12,0.1,0.1,0.1,0.10622697236044,0.1,0.0100892945565289,0.00895944403173277,2
13,0.1,0.1,0.1,0.115179181659652,0.1,0.00904105616104539,0.00806954347396738,2
14,0.1,0.1,0.1,0.123246414552573,0.1,0.00904105616104539,0.00826405575045728,2
15,0.1,0.1,0.1,0.131506239742049,0.1,0.0212268275085413,0.0207893228843698,2
16,0.1,0.1,0.1,0.152287994700875,0.1,0.0227991851017666,0.0225278241448741,2
17,0.1,0.1,0.1,0.174811238353583,0.1,0.00956517535878715,0.00894042796638374,2
18,0.1,0.1,0.1,0.183751446433284,0.1,0.0128409203446732,0.0123048864251819,2
19,0.1,0.1,0.1,0.196052020199072,0.1,0.0258128704887818,0.0254795775377373,2
20,0.1,0.1,0.1,0.221523016468392,0.1,0.0280403770791842,0.0276674925115409,2
21,0.1,0.1,0.1,0.24918393401149,0.1,0.015461516333382,0.0146240651058307,2
22,0.1,0.1,0.1,0.263800320448951,0.1,0.0124478309463668,0.0111431492709613,2
23,0.1,0.1,0.1,0.274938871659973,0.1,0.0149373971356402,0.0135549903297214,2
24,0.1,0.1,0.1,0.288481839899563,0.1,0.013102979943544,0.0117693648952818,2
25,0.1,0.1,0.1,0.300244645655513,0.1,0.0231922745000729,0.0221948240266889,2
26,0.1,0.1,0.1,0.322425571187764,0.1,0.0113995925508833,0.0104666032077105,2
27,0.1,0.1,0.1,0.332890812235728,0.1,0.0302678836695867,0.0291371899131244,2
28,0.1,0.1,0.1,0.362009869982415,0.1,0.0167718143277364,0.0151004205202905,2
29,0.1,0.1,0.1,0.377092602021246,0.1,0.0151994567345111,0.0136270272758883,2
30,0.1,0.1,0.1,0.390707309273083,0.1,0.0140201885395921,0.01271119416607,2
31,0.1,0.1,0.1,0.403412451458104,0.1,0.0348539266498271,0.0337863476433946,2
32,0.1,0.1,0.1,0.437180000807183,0.1,0.0268611088842653,0.0252748872249044,2
33,0.1,0.1,0.1,0.462435848165376,0.1,0.0251577214916046,0.0237490806414306,2
34,0.1,0.1,0.1,0.486169287285066,0.1,0.0455983702035333,0.0438192338666184,2
35,0.1,0.1,0.1,0.52995228443391,0.1,0.0442880722091788,0.0429870099983528,2
36,0.1,0.1,0.1,0.57292481792605,0.1,0.0521498601753053,0.0511435754024305,2
37,0.1,0.1,0.1,0.624046280518874,0.1,0.0432398338136953,0.0423731448724103,2
38,0.1,0.1,0.1,0.666403464764948,0.1,0.0412743868221637,0.0403360581840924,2
39,0.1,0.1,0.1,0.706728168039954,0.1,0.0495292641865965,0.0488128394031493,2
40,0.1,0.1,0.1,0.755526357323846,0.1,0.0471707277967585,0.0464308898210875,2
41,0.1,0.1,0.1,0.801945427464444,0.1,0.0509705919803863,0.0499865046282984,2
42,0.1,0.1,0.1,0.851913168444639,0.1,0.0359021650453107,0.0345973156781681,2
43,0.1,0.1,0.1,0.886495153798364,0.1,0.0234543340989438,0.0220832254903742,2
44,0.1,0.1,0.1,0.908568922648051,0.1,0.0188682911187034,0.0172804036152948,2
45,0.1,0.1,0.1,0.925843918004439,0.1,0.0256818406893463,0.0242473530984114,2
46,0.1,0.1,0.1,0.950082608398762,0.1,0.0286955260763614,0.026479809734748,2
47,0.1,0.1,0.1,0.976542577453055,0.1,0.0146753375367693,0.012081312816526,2
48,0.1,0.1,0.1,0.988614580364407,0.1,0.0707560916951378,0.0688118639235999,2
49,0.1,0.1,0.1,1.05737851100513,0.1,0.0347228968503917,0.0330838793975925,2
50,0.1,0.1,0.1,1.09045414587785,0.1,0.0495292641865965,0.0475949274344057,2
51,0.1,0.1,0.1,1.13802035597701,0.1,0.0537222177685306,0.0517341415411006,2
52,0.1,0.1,0.1,1.18972396982711,0.1,0.0359021650453107,0.0332964755226041,2
53,0.1,0.1,0.1,1.2229992890082,0.1,0.0269921386837007,0.0243526799810055,2
54,0.1,0.1,0.1,1.24733498676002,0.1,0.0343298074520854,0.0310754480289092,2
55,0.1,0.1,0.1,1.27838540786357,0.1,0.0423226252176472,0.0390737930860378,2
56,0.1,0.1,0.1,1.31742161986415,0.1,0.0290886154746678,0.0258348828567178,2
57,0.1,0.1,0.1,1.34323449214536,0.1,0.058308260748771,0.0556492527854731,2
58,0.1,0.1,0.1,1.398845962477,0.1,0.0804522968533604,0.0778530468689839,2
59,0.1,0.1,0.1,1.47664273747864,0.1,0.0780937604635225,0.0746566859390867,2
60,0.1,0.1,0.1,1.5512414632612,0.1,0.0560807541583685,0.0522274460114362,2
61,0.1,0.1,0.1,1.60342332240936,0.1,0.0254197810904754,0.0215849187575358,2
62,0.1,0.1,0.1,1.62499565484989,0.1,0.0124478309463668,0.00842773310685548,2
63,0.1,0.1,0.1,1.63342001330848,0.1,0.0225371255028957,0.0185683810166988,2
64,0.1,0.1,0.1,1.65197088807265,0.1,0.0250266916921691,0.021366000002534,2
65,0.1,0.1,0.1,1.67331918317085,0.1,0.0170338739266073,0.0136545647424836,2
66,0.1,0.1,0.1,1.68696379594727,0.1,0.0910657106076311,0.0880917992995685,2
67,0.1,0.1,0.1,1.774988778912,0.1,0.130898769636005,0.127736744596772,2
68,0.1,0.1,0.1,1.9026314857409,0.1,0.127229935251813,0.12353544847816,2
69,0.1,0.1,0.1,2.02607666384574,0.1,0.099975736969241,0.0967405768257346,2
70,0.1,0.1,0.1,2.12275367964871,0.1,0.0742938962798947,0.0710006861558779,2
71,0.1,0.1,0.1,2.19371905917472,0.1,0.0884451146189223,0.0848485611728614,2
72,0.1,0.1,0.1,2.27850735707669,0.1,0.128409203446732,0.124634799075582,2
73,0.1,0.1,0.1,2.40305740170355,0.1,0.0990585283731929,0.0950837893265211,2
