"File","Unique_ID","Season_ID","Final_WSO_kg_ha","Longitude","Latitude"
"biomass_production_-0.015000467178426_44.4551548040261_2023.csv",NA,"2023",53.1247327545316,-0.015000467178426,44.4551548040261
"biomass_production_-0.042662716039656_48.0811245500082_2023.csv",NA,"2023",46.2008473410256,-0.042662716039656,48.0811245500082
"biomass_production_-0.0876704038534199_41.2667652121566_2023.csv",NA,"2023",69.6434042827366,-0.0876704038534199,41.2667652121566
"biomass_production_-0.104551585142559_51.7005823233802_2023.csv",NA,"2023",43.0319673047379,-0.104551585142559,51.7005823233802
"biomass_production_-0.177242353831067_45.3472324542012_2023.csv",NA,"2023",52.5660631726714,-0.177242353831067,45.3472324542012
"biomass_production_-0.20566603333491_52.1449186788879_2023.csv",NA,"2023",42.091093487252,-0.20566603333491,52.1449186788879
"biomass_production_-0.224018496237276_48.9710149109919_2023.csv",NA,"2023",45.9416993518122,-0.224018496237276,48.9710149109919
"biomass_production_-0.236845785054697_42.1613227374736_2023.csv",NA,"2023",61.614810872881,-0.236845785054697,42.1613227374736
"biomass_production_-0.260959408219361_45.7929256708487_2023.csv",NA,"2023",51.8931001304729,-0.260959408219361,45.7929256708487
"biomass_production_-0.309283367281106_52.589104962367_2023.csv",NA,"2023",41.4477274208919,-0.309283367281106,52.589104962367
"biomass_production_-0.346476476306503_46.2383937541762_2023.csv",NA,"2023",52.0739207785647,-0.346476476306503,46.2383937541762
"biomass_production_-0.415493641387344_53.0331435195459_2023.csv",NA,"2023",38.9241204519472,-0.415493641387344,53.0331435195459
"biomass_production_-0.433848197891217_46.6836404878584_2023.csv",NA,"2023",51.2935953781073,-0.433848197891217,46.6836404878584
"biomass_production_-0.472087671295693_43.5011417992954_2023.csv",NA,"2023",54.2643980329512,-0.472087671295693,43.5011417992954
"biomass_production_-0.523131492912062_47.1286695121996_2023.csv",NA,"2023",47.8627674030958,-0.523131492912062,47.1286695121996
"biomass_production_-0.614385679472837_47.5734843178623_2023.csv",NA,"2023",47.4583154600636,-0.614385679472837,47.5734843178623
"biomass_production_-0.636075481524576_53.9207856987561_2023.csv",NA,"2023",37.3081465149268,-0.636075481524576,53.9207856987561
"biomass_production_-0.677561471862492_41.2048559427805_2023.csv",NA,"2023",69.4922925439386,-0.677561471862492,41.2048559427805
"biomass_production_-0.707672599240273_48.0180882391324_2023.csv",NA,"2023",46.016878330524,-0.707672599240273,48.0180882391324
"biomass_production_-0.750650234813285_54.3643928315984_2023.csv",NA,"2023",37.8135636399592,-0.750650234813285,54.3643928315984
"biomass_production_-0.75558058984643_41.6517494422025_2023.csv",NA,"2023",68.3755889235981,-0.75558058984643,41.6517494422025
"biomass_production_-0.820994444056649_51.6363051319111_2023.csv",NA,"2023",41.4593847554006,-0.820994444056649,51.6363051319111
"biomass_production_-0.835154949758741_42.0983572227337_2023.csv",NA,"2023",62.1136505261603,-0.835154949758741,42.0983572227337
"biomass_production_-0.897773146048774_45.7290772358594_2023.csv",NA,"2023",52.812454856668,-0.897773146048774,45.7290772358594
"biomass_production_-0.929014624297582_52.0799098057791_2023.csv",NA,"2023",40.4598502484431,-0.929014624297582,52.0799098057791
